브랜드코드,거래횟수,내점일수,구매주기,봄_구매비율,여름_구매비율,가을_구매비율,겨울_구매비율,주구매요일,12시이전구매비율,12시이후_18시이전구매비율,18시이후구매비율,주중방문비율,주말방문비율,평일_18시_구매비율,방문평균거래평균횟수,금토일방문비율,금오후토일방문비율,주구매시간,총구매액,구매건수,평균구매액,최대구매액,최소구매액,환불금액,환불건수,구매금액표준편차,구매금액왜도,구매금액첨도,구매금액_1q,구매금액_2q,구매금액_3q,중분류_nunique,주구매_중분류,대분류_nunique,주구매_대분류
5240,3649,337,1,0.2554958475818271,0.23106985832926233,0.2721055202735711,0.24132877381533951,4,0.18832437713727407,0.6150464093795799,0.19662921348314608,0.7848070346849048,0.21519296531509527,0.1575476306790425,10.827893175074184,0.3971665852467025,0.2567171470444553,15,714548100,4094,174535.44211040548,1927000,2000.0,-58537300,272,181194.520687686,2.3522713546908056,9.018903598506448,75000.0,130000.0,290000.0,6,수입종합화장품,8,잡화파트
5241,1465,324,1,0.20842824601366744,0.21127562642369022,0.16287015945330297,0.4174259681093394,2,0.17938496583143507,0.6400911161731208,0.18052391799544418,0.7818906605922551,0.21810933940774488,0.13724373576309795,4.521604938271605,0.39123006833712987,0.25,15,165055340,1756,93995.06833712984,1553000,2000.0,-21537200,165,102741.67821538802,4.692312200219458,44.2252513995299,59000.0,93000.0,145000.0,4,란제리,6,케주얼_구두_아동
5242,181,122,2,0.26288659793814434,0.27835051546391754,0.20618556701030927,0.25257731958762886,4,0.13917525773195877,0.6134020618556701,0.24742268041237114,0.788659793814433,0.211340206185567,0.22164948453608246,1.4836065573770492,0.4175257731958763,0.30927835051546393,17,20061400,194,103409.27835051547,1140000,10000.0,-2713500,20,131350.8960033075,4.595793203228377,29.701646042848033,60000.0,101000.0,153600.0,1,준보석,3,명품잡화
5243,842,286,1,0.3010989010989011,0.25384615384615383,0.256043956043956,0.189010989010989,4,0.14725274725274726,0.6703296703296703,0.1824175824175824,0.8263736263736263,0.17362637362637362,0.15604395604395604,2.944055944055944,0.3945054945054945,0.2164835164835165,16,102374300,910,112499.23076923077,1552000,4000.0,-12440100,69,202744.04713242422,3.4492737427652322,14.04103151755276,41000.0,62400.0,121600.0,9,셔츠,3,남성의류
5244,490,231,1,0.28677839851024206,0.22532588454376165,0.25512104283054005,0.23277467411545624,4,0.16573556797020483,0.5735567970204841,0.260707635009311,0.7970204841713222,0.20297951582867785,0.1973929236499069,2.121212121212121,0.40409683426443205,0.25139664804469275,16,112559600,537,209608.19366852887,1595000,10000.0,-26125200,65,215761.8031511082,1.8443096543656177,4.5287468028160625,159000.0,198700.0,389750.0,4,하이캐쥬얼,4,여성의류파트
5245,905,282,1,0.3425076452599388,0.29561671763506625,0.2415902140672783,0.12028542303771661,3,0.1365953109072375,0.5963302752293578,0.2670744138634047,0.8134556574923547,0.18654434250764526,0.21406727828746178,3.2092198581560285,0.38837920489296635,0.2436289500509684,18,116887400,981,119151.2742099898,582000,10000.0,-13616200,94,48557.96696169809,2.0632807081369533,15.149912427686925,138000.0,148000.0,158000.0,4,캐쥬얼구두,4,케주얼_구두_아동
5246,201,132,2,0.20276497695852536,0.423963133640553,0.17972350230414746,0.1935483870967742,3,0.16589861751152074,0.5990783410138248,0.2350230414746544,0.7788018433179723,0.22119815668202766,0.1889400921658986,1.5227272727272727,0.391705069124424,0.28110599078341014,18,11413400,217,52596.3133640553,394400,10000.0,-2463700,24,68543.27933149642,2.1645878949219806,5.908649311540131,25000.0,49000.0,93000.0,1,영캐쥬얼,1,영라이브
5247,250,138,2,0.12222222222222222,0.3111111111111111,0.3851851851851852,0.1814814814814815,3,0.14074074074074075,0.6555555555555556,0.2037037037037037,0.8222222222222222,0.17777777777777778,0.17037037037037037,1.8115942028985508,0.34814814814814815,0.2222222222222222,17,7695500,270,28501.85185185185,155000,6000.0,-1999000,39,21663.28556050799,1.8282126767110392,4.798403543603684,29000.0,35000.0,54000.0,7,영캐주얼,4,여성캐주얼
5248,202,128,2,0.34375,0.2544642857142857,0.2544642857142857,0.14732142857142858,1,0.25,0.6026785714285714,0.14732142857142858,0.7991071428571429,0.20089285714285715,0.10267857142857142,1.578125,0.35714285714285715,0.23660714285714285,17,32153800,224,143543.75,868000,15000.0,-7744300,29,155017.46964729446,1.7747894689958863,3.827062108017799,99750.0,149000.0,269000.0,2,칼라드래디셔널,2,여성캐주얼
5249,16,11,27,0.375,0.0,0.0,0.625,2,0.1875,0.6875,0.125,0.75,0.25,0.0625,1.4545454545454546,0.4375,0.25,13,538200,16,33637.5,62000,9000.0,0,0,14459.224276103703,0.22275331273135254,-0.23009488326952532,26625.0,31500.0,41500.0,3,아동잡화,3,아동
5250,762,211,1,0.21515892420537897,0.028117359413202935,0.43765281173594134,0.31907090464547677,3,0.16503667481662593,0.597799511002445,0.2371638141809291,0.7567237163814181,0.24327628361858192,0.18337408312958436,3.6113744075829386,0.39975550122249387,0.28117359413202936,15,42821600,818,52349.144254278726,592000,5000.0,-5003100,64,55444.1142068333,3.1228016800498817,17.379150017691078,25000.0,47200.0,79000.0,10,스카프,4,잡화파트
5251,183,120,3,0.2682926829268293,0.35609756097560974,0.2,0.17560975609756097,1,0.22439024390243903,0.6146341463414634,0.16097560975609757,0.7902439024390244,0.2097560975609756,0.13658536585365855,1.525,0.3463414634146341,0.21951219512195122,14,33852400,205,165133.65853658537,1305000,33000.0,-7730900,30,195931.48943038864,2.067274410960366,6.287919387594307,99000.0,159000.0,336250.0,5,행사,4,로얄부틱
5252,4,3,1,1.0,0.0,0.0,0.0,5,0.25,0.75,0.0,0.5,0.5,0.0,1.3333333333333333,0.5,0.5,17,41900,4,10475.0,69000,17900.0,-69000,1,27908.83969880033,1.6394282853649333,,20950.0,24000.0,46500.0,2,문화,2,아동
5253,1570,329,1,0.2540753232152895,0.25295109612141653,0.31197301854974707,0.18100056211354693,3,0.12703766160764474,0.6295671725688589,0.24339516582349635,0.7976391231028668,0.20236087689713322,0.18943226531759416,4.772036474164134,0.3901068015739179,0.25576166385609894,15,427674000,1779,240401.34907251265,1700000,15000.0,-88880000,237,240696.46920574637,1.695356834813109,3.6481182825492664,165000.0,258500.0,445000.0,3,캐릭터,4,여성의류파트
5254,1615,322,1,0.26517222525970474,0.19026790595954074,0.26025150355385457,0.28430836522689995,3,0.24822307271733188,0.6129032258064516,0.1388737014762165,0.779114270092947,0.22088572990705305,0.11372334609075997,5.015527950310559,0.3843630399125205,0.2449425915800984,15,154555200,1829,84502.56971022417,1252000,3000.0,-21644900,169,90198.87493061161,3.407168892702747,23.3648707179506,55000.0,75000.0,130000.0,3,아동,4,케주얼_구두_아동
5255,187,127,2,0.27860696517412936,0.23383084577114427,0.26865671641791045,0.21890547263681592,3,0.18407960199004975,0.6368159203980099,0.1791044776119403,0.736318407960199,0.263681592039801,0.14427860696517414,1.4724409448818898,0.3880597014925373,0.2835820895522388,16,7557440,201,37599.203980099504,262000,3700.0,-1556240,17,39912.61389427664,1.9533335848375686,5.852197295306501,21475.0,37250.0,65920.0,7,주방용품,2,가정용품
5256,2,1,0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,15,187000,2,93500.0,158000,29000.0,0,0,91216.77477306464,,,61250.0,93500.0,125750.0,1,수입행사,1,명품잡화
5257,143,94,3,0.20394736842105263,0.19078947368421054,0.3684210526315789,0.23684210526315788,3,0.19736842105263158,0.6513157894736842,0.1513157894736842,0.75,0.25,0.11842105263157894,1.5212765957446808,0.3881578947368421,0.2631578947368421,13,11296000,152,74315.78947368421,238000,29000.0,-1868000,18,33357.97615263346,1.035482668201298,4.706870631277807,89000.0,98000.0,109000.0,6,피혁B행사,4,잡화파트
5258,97,75,4,0.2222222222222222,0.2222222222222222,0.3838383838383838,0.1717171717171717,4,0.13131313131313133,0.6363636363636364,0.23232323232323232,0.8383838383838383,0.16161616161616163,0.1919191919191919,1.2933333333333332,0.45454545454545453,0.21212121212121213,17,8942700,99,90330.30303030302,258000,9900.0,-584000,5,44773.8996760231,0.565343615059335,1.1404348680199186,78400.0,99900.0,127600.0,1,남성구두,1,남성의류
5259,442,192,1,0.4724576271186441,0.3093220338983051,0.07415254237288135,0.1440677966101695,4,0.1440677966101695,0.6652542372881356,0.1906779661016949,0.8008474576271186,0.19915254237288135,0.13771186440677965,2.3020833333333335,0.4110169491525424,0.2478813559322034,15,74602000,472,158055.08474576272,920000,15000.0,-13700000,60,98326.71119780945,0.9018031075588145,6.823845834217522,150000.0,231000.0,280000.0,4,썬그라스,4,잡화파트
5260,189,115,3,0.24479166666666666,0.4427083333333333,0.125,0.1875,1,0.15625,0.5729166666666666,0.2708333333333333,0.7760416666666666,0.22395833333333334,0.19270833333333334,1.6434782608695653,0.359375,0.2552083333333333,18,3187100,192,16599.479166666668,69000,5000.0,-77000,6,11277.953807353115,2.365369654692798,6.154958505940691,10000.0,15000.0,18000.0,5,모자,4,잡화
5261,65,50,7,0.4583333333333333,0.20833333333333334,0.2222222222222222,0.1111111111111111,3,0.20833333333333334,0.5694444444444444,0.2222222222222222,0.8333333333333334,0.16666666666666666,0.19444444444444445,1.3,0.3611111111111111,0.20833333333333334,18,5095000,72,70763.88888888889,397000,20000.0,-806000,9,64554.2432577491,2.0838558155709843,6.814748944643105,53500.0,76000.0,116000.0,2,수입ACC,2,잡화파트
5262,16,15,21,0.23529411764705882,0.35294117647058826,0.17647058823529413,0.23529411764705882,3,0.058823529411764705,0.47058823529411764,0.47058823529411764,0.7058823529411765,0.29411764705882354,0.35294117647058826,1.0666666666666667,0.47058823529411764,0.35294117647058826,19,5430650,17,319450.0,1425950,69000.0,-253000,1,372659.12572964496,2.20192436144463,4.446006771452823,154000.0,240350.0,297250.0,2,종합_수입,1,가정용품
5263,362,192,1,0.3594936708860759,0.22025316455696203,0.20506329113924052,0.21518987341772153,3,0.1468354430379747,0.5772151898734177,0.2759493670886076,0.8025316455696202,0.19746835443037974,0.22531645569620254,1.8854166666666667,0.3569620253164557,0.23291139240506328,15,50375920,395,127533.97468354431,5382000,3600.0,-14751060,53,323095.16215711005,12.560057317737616,196.91082038673247,79000.0,128000.0,209650.0,4,영캐주얼,2,여성캐주얼
5264,163,120,2,0.2631578947368421,0.2222222222222222,0.2982456140350877,0.21637426900584794,3,0.14035087719298245,0.5672514619883041,0.29239766081871343,0.7894736842105263,0.21052631578947367,0.24561403508771928,1.3583333333333334,0.39766081871345027,0.2982456140350877,18,9020400,171,52750.87719298246,345000,15000.0,-599400,9,46581.1523506377,3.81035649209644,19.198793548295992,38625.0,49000.0,62000.0,4,남성잡화,2,남성의류
5265,2226,330,1,0.2997582594681708,0.24254633360193392,0.24335213537469783,0.21434327155519742,2,0.18130539887187752,0.6067687348912167,0.2119258662369057,0.773972602739726,0.22602739726027396,0.16196615632554393,6.745454545454545,0.3887993553585818,0.26591458501208703,16,141548750,2482,57030.11684125705,678800,2000.0,-11354300,162,63357.85578063818,3.6237762652621894,20.782254393161587,29000.0,47500.0,83000.0,5,란제리,6,명품잡화
5266,2317,333,1,0.2759702077616621,0.21795374362994904,0.23520188161505293,0.27087416699333594,4,0.1532732261858095,0.5997647981183849,0.24696197569580558,0.7926303410427283,0.20736965895727166,0.19835358682869464,6.957957957957958,0.40925127401019207,0.26068208545668364,18,158637000,2551,62186.201489611914,1577000,3000.0,-8617000,116,66787.87957282182,7.140619813586621,119.01739423941416,30000.0,50000.0,85000.0,1,수입종합화장품,3,잡화파트
5267,897,298,1,0.3253012048192771,0.21084337349397592,0.25100401606425704,0.21285140562248997,3,0.21686746987951808,0.6275100401606426,0.15562248995983935,0.7841365461847389,0.21586345381526104,0.1285140562248996,3.01006711409396,0.392570281124498,0.24799196787148595,14,81904310,996,82233.24297188755,1484700,3500.0,-15246600,104,123342.71475782101,3.995220961694632,27.052369037598822,39000.0,69000.0,127000.0,4,아동,4,케주얼_구두_아동
5268,236,152,2,0.2653061224489796,0.27346938775510204,0.27755102040816326,0.1836734693877551,1,0.17551020408163265,0.673469387755102,0.1510204081632653,0.7877551020408163,0.21224489795918366,0.11428571428571428,1.5526315789473684,0.3877551020408163,0.2571428571428571,15,8756970,245,35742.73469387755,550000,2000.0,-371320,9,65536.18046210693,6.008812339624521,42.06659425209772,10350.0,21350.0,47625.0,6,욕실용품,2,가정용품
5269,941,288,1,0.3587939698492462,0.23618090452261306,0.2552763819095477,0.14974874371859295,4,0.1527638190954774,0.6130653266331658,0.23417085427135678,0.807035175879397,0.192964824120603,0.1899497487437186,3.267361111111111,0.39597989949748746,0.23517587939698492,16,117480400,995,118070.75376884422,550000,15000.0,-10609000,69,59074.42775540408,1.670190763591051,8.094050524417824,128000.0,139500.0,155000.0,6,캐쥬얼구두,4,패션잡화
5270,200,132,2,0.23671497584541062,0.19806763285024154,0.3140096618357488,0.25120772946859904,3,0.2318840579710145,0.5845410628019324,0.18357487922705315,0.821256038647343,0.178743961352657,0.12560386473429952,1.5151515151515151,0.33816425120772947,0.21256038647342995,15,6247230,207,30179.855072463768,124000,3000.0,-711800,17,22706.227350997266,1.0399637917238636,1.1701050465533824,20000.0,32000.0,52000.0,3,헤어악세사리,2,잡화
5271,674,270,1,0.24694708276797828,0.3310719131614654,0.23066485753052918,0.19131614654002713,3,0.16010854816824965,0.7014925373134329,0.1383989145183175,0.762550881953867,0.23744911804613297,0.11397557666214382,2.4962962962962965,0.37177747625508817,0.26594301221166894,14,159240900,737,216066.3500678426,3980000,9000.0,-40218400,105,342139.50757924415,3.9153507888243193,26.643424632365953,120575.0,218000.0,387500.0,5,하이캐쥬얼,4,여성의류파트
5272,443,216,1,0.27956989247311825,0.25161290322580643,0.22365591397849463,0.24516129032258063,4,0.27956989247311825,0.567741935483871,0.15268817204301074,0.7849462365591398,0.21505376344086022,0.12043010752688173,2.050925925925926,0.41935483870967744,0.24301075268817204,15,16629000,465,35761.290322580644,202000,7000.0,-1841400,39,22778.181481750813,2.1484118179481726,8.812549557560416,31200.0,39000.0,52000.0,6,잡화(문화),4,아동_스포츠
5273,1154,314,1,0.2566718995290424,0.31711145996860285,0.22291993720565148,0.2032967032967033,3,0.1640502354788069,0.5777080062794349,0.25824175824175827,0.8100470957613815,0.18995290423861852,0.2087912087912088,3.6751592356687897,0.3987441130298273,0.2456828885400314,18,99436880,1274,78050.9262166405,984700,9000.0,-18271150,155,107833.53026499593,3.6531081213479037,19.673336041751725,39000.0,77000.0,129000.0,5,영캐주얼,4,케주얼_구두_아동
5274,9,6,1,1.0,0.0,0.0,0.0,5,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.1111111111111111,1.5,0.5555555555555556,0.3333333333333333,11,229000,9,25444.444444444445,65000,19000.0,0,0,15059.142664102024,2.836988527009265,8.23311887231472,19000.0,19000.0,25000.0,3,남성잡화,2,남성의류
5275,973,267,1,0.20324508966695132,0.3569598633646456,0.32792485055508114,0.11187019641332195,4,0.16481639624252775,0.605465414175918,0.22971818958155424,0.7873612297181896,0.2126387702818104,0.1776259607173356,3.644194756554307,0.38343296327924853,0.2664389410760034,15,96661900,1171,82546.4560204953,1100000,5000.0,-12743000,97,112669.61459694478,3.1684259820166374,15.056101004876194,30000.0,65000.0,129750.0,4,란제리,6,케주얼_구두_아동
5276,329,194,1,0.323943661971831,0.21971830985915494,0.2056338028169014,0.2507042253521127,4,0.18591549295774648,0.6112676056338028,0.2028169014084507,0.8056338028169014,0.19436619718309858,0.16619718309859155,1.6958762886597938,0.4028169014084507,0.2647887323943662,15,119492650,355,336599.0140845071,2833000,13000.0,-13643800,29,387697.1412796568,2.539619647060366,8.73117534552579,145000.0,328000.0,438000.0,1,명품,1,명품잡화
5277,575,236,1,0.2028301886792453,0.35691823899371067,0.30974842767295596,0.13050314465408805,3,0.14937106918238993,0.5754716981132075,0.2751572327044025,0.8160377358490566,0.18396226415094338,0.22012578616352202,2.4364406779661016,0.3789308176100629,0.23270440251572327,18,100160100,636,157484.43396226416,1300000,9000.0,-18597300,80,174599.24433689628,2.084545057195589,6.232664016733585,98000.0,160000.0,276000.0,5,베이직캐주얼,4,영캐릭터
5278,119,94,3,0.23140495867768596,0.24793388429752067,0.2809917355371901,0.2396694214876033,4,0.19008264462809918,0.6115702479338843,0.19834710743801653,0.8760330578512396,0.12396694214876033,0.19008264462809918,1.2659574468085106,0.49586776859504134,0.23140495867768596,17,11238900,121,92883.47107438017,380000,3813.0,-594813,6,54282.025325704366,1.3090146852266258,5.51620828458625,66500.0,105000.0,128000.0,1,남성구두,1,남성의류
5279,850,291,1,0.2837696335078534,0.2324607329842932,0.25026178010471206,0.23350785340314137,4,0.2900523560209424,0.5696335078534032,0.14031413612565444,0.7738219895287958,0.2261780104712042,0.11099476439790576,2.9209621993127146,0.39790575916230364,0.2670157068062827,14,84470920,955,88451.22513089006,840900,5200.0,-15865050,114,113418.50436897468,2.0628035472978787,5.3506214071048825,44000.0,77000.0,156000.0,6,아동,4,케주얼_구두_아동
5280,303,179,2,0.27794561933534745,0.27492447129909364,0.24169184290030213,0.2054380664652568,3,0.17522658610271905,0.6132930513595166,0.21148036253776434,0.8368580060422961,0.16314199395770393,0.18731117824773413,1.6927374301675977,0.3504531722054381,0.21450151057401812,15,59670800,331,180274.32024169184,1680000,14000.0,-10569200,45,204776.63510367158,2.205423330445792,8.937634507293385,110400.0,168000.0,335250.0,1,캐릭터,2,여성캐쥬얼
5281,638,261,1,0.27165932452276065,0.22466960352422907,0.2422907488986784,0.26138032305433184,4,0.19676945668135096,0.6255506607929515,0.1776798825256975,0.7929515418502202,0.20704845814977973,0.1395007342143906,2.4444444444444446,0.40822320117474303,0.24375917767988253,16,40109300,681,58897.65051395007,525600,6000.0,-3109800,35,59768.42501457576,2.724780226636255,13.290151034007197,24000.0,55000.0,89400.0,5,취사소형,2,가정용품
5282,974,308,1,0.2902638762511374,0.2747952684258417,0.30664240218380345,0.12829845313921748,2,0.18198362147406733,0.6696997270245678,0.1483166515013649,0.7652411282984531,0.23475887170154686,0.12101910828025478,3.1623376623376624,0.4049135577797998,0.25659690627843496,14,189906600,1099,172799.4540491356,1687000,5000.0,-29083800,97,190620.89405121058,2.3776886512555984,9.104613489447907,99000.0,171000.0,285500.0,5,골프웨어,3,남성정장스포츠
5283,152,116,3,0.24358974358974358,0.16666666666666666,0.1987179487179487,0.391025641025641,0,0.16666666666666666,0.6282051282051282,0.20512820512820512,0.75,0.25,0.1282051282051282,1.3103448275862069,0.4358974358974359,0.28205128205128205,14,45019500,156,288586.53846153844,1700000,6000.0,-2300000,7,313643.21197170205,2.3709813449814567,6.299878768117162,120000.0,225000.0,370000.0,2,수입의류,2,잡화파트
5284,317,170,2,0.2537313432835821,0.22388059701492538,0.18208955223880596,0.3402985074626866,3,0.14925373134328357,0.6716417910447762,0.1791044776119403,0.826865671641791,0.17313432835820897,0.14328358208955225,1.8647058823529412,0.382089552238806,0.208955223880597,17,13371530,335,39915.014925373136,260000,6400.0,-1181700,20,33278.88442884209,2.7758022438053946,11.989227676571526,24000.0,38000.0,58000.0,5,완구,3,케주얼_구두_아동
5285,481,224,1,0.31053604436229204,0.2587800369685767,0.2587800369685767,0.17190388170055454,4,0.14048059149722736,0.6155268022181146,0.24399260628465805,0.8521256931608133,0.1478743068391867,0.2199630314232902,2.1473214285714284,0.3826247689463956,0.20517560073937152,18,173163000,541,320079.48243992607,2950000,13000.0,-45806000,81,344142.3833364981,2.679009363452502,12.382951653307332,243000.0,452000.0,592000.0,3,캐릭터,3,여성캐주얼
5286,322,169,2,0.24855491329479767,0.2658959537572254,0.23410404624277456,0.2514450867052023,2,0.13005780346820808,0.5606936416184971,0.3092485549132948,0.8179190751445087,0.18208092485549132,0.2543352601156069,1.9053254437869822,0.34104046242774566,0.24277456647398843,18,21098350,346,60977.89017341041,383000,8000.0,-3532200,41,51268.71094181158,1.5643656783928124,4.431114975316834,47200.0,69000.0,109000.0,3,피혁토탈(B2),2,영플라자
5287,1077,302,1,0.2339038304808476,0.35289323553382235,0.2078239608801956,0.20537897310513448,4,0.12876935615321924,0.6120619396903015,0.2591687041564792,0.7775061124694377,0.22249388753056235,0.19070904645476772,3.566225165562914,0.4262428687856561,0.2754686226568867,15,154250650,1227,125713.65118174409,1590000,4000.0,-36028703,173,149113.36743684742,2.7550103143276123,12.893836701322792,94137.5,130200.0,236000.0,3,영캐주얼,4,케주얼_구두_아동
5288,241,168,2,0.26506024096385544,0.2971887550200803,0.20883534136546184,0.2289156626506024,2,0.19678714859437751,0.5823293172690763,0.22088353413654618,0.7871485943775101,0.21285140562248997,0.18072289156626506,1.4345238095238095,0.37349397590361444,0.26104417670682734,14,8877400,249,35652.208835341364,218000,2500.0,-399400,9,33814.7189692288,2.3356614735677264,7.212349643948505,16000.0,30000.0,47400.0,1,화장잡화,1,명품잡화
5289,894,266,1,0.30409914204003813,0.29361296472831266,0.18303145853193517,0.219256434699714,2,0.2697807435653003,0.6148713060057197,0.11534795042897998,0.7940896091515729,0.20591039084842708,0.09246901811248809,3.3609022556390977,0.36987607244995235,0.23069590085795996,12,157216700,1049,149872.92659675883,1678000,10000.0,-45707700,164,176743.80027769116,2.5035002799535064,10.924316268253468,111200.0,190400.0,296000.0,4,로얄부틱2F,5,여성의류파트
5290,431,196,1,0.24404761904761904,0.3412698412698413,0.2123015873015873,0.20238095238095238,3,0.125,0.753968253968254,0.12103174603174603,0.7678571428571429,0.23214285714285715,0.10119047619047619,2.1989795918367347,0.33134920634920634,0.24603174603174602,15,136565000,504,270962.3015873016,9093000,20000.0,-56350800,92,561497.6628315721,9.417426318167234,136.12754510468488,198000.0,326000.0,594725.0,4,레이디숍A,3,여성의류파트
5291,175,124,2,0.1881720430107527,0.2956989247311828,0.27419354838709675,0.24193548387096775,3,0.20430107526881722,0.5591397849462365,0.23655913978494625,0.7795698924731183,0.22043010752688172,0.1774193548387097,1.4112903225806452,0.41935483870967744,0.27956989247311825,15,55612210,186,298990.376344086,4560000,10000.0,-18918500,21,827138.3483750697,2.845832778390487,8.642650926559636,40000.0,120000.0,396000.0,11,스포츠웨어,5,남성정장스포츠
5292,196,132,2,0.275,0.21,0.33,0.185,4,0.145,0.63,0.225,0.77,0.23,0.175,1.4848484848484849,0.45,0.295,16,14123400,200,70617.0,293000,4200.0,-1516400,15,53990.44812591078,0.9249376425967529,0.6294478690548995,39000.0,72000.0,122400.0,3,NB핸드백,3,패션잡화
5293,81,64,5,0.19540229885057472,0.3218390804597701,0.28735632183908044,0.19540229885057472,0,0.21839080459770116,0.6666666666666666,0.11494252873563218,0.7931034482758621,0.20689655172413793,0.06896551724137931,1.265625,0.367816091954023,0.20689655172413793,15,41224000,87,473839.0804597701,8270500,20000.0,-16099500,10,1587506.6716938827,3.5178383034149463,12.806378477773055,128000.0,160000.0,370000.0,2,침구,2,가정용품파트
5294,282,166,1,0.10416666666666667,0.3194444444444444,0.3020833333333333,0.2743055555555556,4,0.20833333333333334,0.5555555555555556,0.2361111111111111,0.78125,0.21875,0.17708333333333334,1.6987951807228916,0.4201388888888889,0.2743055555555556,17,14264580,288,49529.791666666664,352000,5500.0,-535200,8,50493.87135828015,2.8179916175955766,10.277931061372993,22500.0,38250.0,65125.0,5,패션란제리,5,영플라자
5295,13,10,22,0.9285714285714286,0.0,0.0,0.07142857142857142,2,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.07142857142857142,1.3,0.35714285714285715,0.2857142857142857,18,474700,14,33907.142857142855,128000,5000.0,-35000,1,30599.985336011232,2.297679168471942,6.269362641395929,28100.0,29000.0,39000.0,2,욕실용품,2,가정용품파트
5296,338,159,2,0.3402061855670103,0.22164948453608246,0.29381443298969073,0.14432989690721648,2,0.2190721649484536,0.6520618556701031,0.12886597938144329,0.7680412371134021,0.23195876288659795,0.10309278350515463,2.1257861635220126,0.3634020618556701,0.25257731958762886,15,133000200,388,342784.0206185567,2760000,30000.0,-48859500,77,419094.2019680344,1.3961229464728124,2.778783669992582,273000.0,477000.0,795000.0,4,로얄부틱2F,5,명품잡화
5297,251,125,2,0.20512820512820512,0.3772893772893773,0.22344322344322345,0.19413919413919414,4,0.1978021978021978,0.6007326007326007,0.20146520146520147,0.7912087912087912,0.2087912087912088,0.1575091575091575,2.008,0.4468864468864469,0.2454212454212454,15,25085800,273,91889.37728937728,471800,14000.0,-3467900,27,96096.34401216173,1.5926900912159343,1.9019764764843394,45000.0,83000.0,149400.0,3,트래디셔널,3,골프_유니캐쥬얼
5298,119,87,4,0.39552238805970147,0.15671641791044777,0.26119402985074625,0.1865671641791045,4,0.13432835820895522,0.6343283582089553,0.23134328358208955,0.7985074626865671,0.20149253731343283,0.208955223880597,1.367816091954023,0.43283582089552236,0.2462686567164179,17,43558350,134,325062.3134328358,2490000,15000.0,-7497000,17,377303.7698566112,2.2961658511527796,8.465269718581784,170000.0,387000.0,567000.0,2,라이센스,2,남성정장스포츠
5299,80,43,8,0.3048780487804878,0.4878048780487805,0.036585365853658534,0.17073170731707318,3,0.2682926829268293,0.6097560975609756,0.12195121951219512,0.7804878048780488,0.21951219512195122,0.06097560975609756,1.8604651162790697,0.32926829268292684,0.23170731707317074,14,4041000,82,49280.48780487805,167000,19000.0,-403000,6,32879.770349648345,1.529624782571623,1.8557018327954067,39000.0,39000.0,78000.0,5,타운단품,4,여성의류파트
5300,352,168,2,0.2531328320802005,0.24060150375939848,0.2832080200501253,0.22305764411027568,4,0.16791979949874686,0.6616541353383458,0.17042606516290726,0.8195488721804511,0.18045112781954886,0.13784461152882205,2.0952380952380953,0.38596491228070173,0.20551378446115287,15,22724900,399,56954.636591478695,570000,4000.0,-8819000,59,85607.97486197631,2.297719726638219,6.350348988300411,39000.0,61000.0,113525.0,2,캐리어캐쥬얼,1,영어덜트캐쥬얼
5301,519,235,1,0.40625,0.20036764705882354,0.16911764705882354,0.22426470588235295,4,0.15257352941176472,0.5882352941176471,0.25919117647058826,0.8051470588235294,0.1948529411764706,0.20036764705882354,2.2085106382978723,0.4632352941176471,0.25735294117647056,18,31904200,544,58647.42647058824,314000,8000.0,-1861550,30,46222.19749328489,2.216791753561457,6.100187571035067,39000.0,54000.0,73750.0,3,진캐쥬얼,2,골프_유니캐쥬얼
5302,597,250,1,0.2678018575851393,0.34365325077399383,0.19659442724458204,0.19195046439628483,3,0.1346749226006192,0.6238390092879257,0.24148606811145512,0.8126934984520123,0.1873065015479876,0.20278637770897834,2.388,0.3761609907120743,0.23684210526315788,17,61105850,646,94591.09907120743,580000,9000.0,-10925100,80,88704.90817040758,1.6112465165736014,3.0365762352098558,68600.0,104300.0,165900.0,2,영캐주얼,3,여성캐주얼
5303,2055,336,1,0.2759078830823738,0.2657218777679362,0.20637732506643047,0.2519929140832595,3,0.13906111603188662,0.5854738706820195,0.2754650132860939,0.7869796279893712,0.21302037201062887,0.20549158547387067,6.116071428571429,0.39681133746678476,0.25066430469441986,18,147945000,2258,65520.372010628875,494000,6000.0,-6754000,80,56508.7433592876,2.2044286647753037,7.132993507890344,35000.0,52000.0,92000.0,1,수입종합화장품,2,명품잡화
5304,969,279,1,0.31348837209302327,0.23813953488372094,0.2669767441860465,0.1813953488372093,4,0.1469767441860465,0.6372093023255814,0.2158139534883721,0.8306976744186046,0.16930232558139535,0.18511627906976744,3.4731182795698925,0.37953488372093025,0.22325581395348837,16,214743700,1075,199761.58139534883,2322000,26400.0,-33080400,123,221851.5326399477,3.232063290989919,19.44374399958356,128000.0,189200.0,348000.0,6,캐릭터,3,여성캐주얼
